112.121739	-0.176094	274.001922
96.715756	-0.182868	265.051173
75.116684	-0.185073	258.187206
156.202829	-0.185732	263.806711
190.25302	-0.186206	267.051192
211.574425	-0.186538	269.19335
304.697997	-0.189823	285.543871
338.088964	-0.194195	301.144494
383.771745	-0.211995	319.522462
415.193099	-0.223589	336.065014
448.23574	-0.24548	357.087638
483.5591	-0.313838	388.657614
505.223152	-0.396487	371.880148
488.865435	-0.405001	373.31316
473.715732	-0.417907	374.657608
458.930513	-0.435699	376.344151
444.353468	-0.458525	378.250331
447.473047	-0.507495	364.782239
417.60696	-0.569552	368.019423
421.49535	-0.6879	338.22799
390.657132	-0.774192	340.501579
392.804278	-0.888483	313.72832
370.964189	-0.961014	315.008784
344.421533	-0.971668	315.089762
320.234445	-0.987461	315.24101
296.097823	-1.00916	315.465595
296.150583	-1.020923	289.944659
296.247007	-1.039164	265.814421
272.19291	-1.067279	265.969033
248.216705	-1.101649	266.153212
248.395357	-1.127184	242.07115
248.631788	-1.159931	218.015441
224.783178	-1.200738	218.278411
201.026445	-1.248064	218.557654
201.360419	-1.288029	194.599227
201.750592	-1.335512	170.699198
201.866172	-1.367554	105.403861
133.640125	-1.39718	105.461712
88.372586	-1.427008	105.558545
88.530193	-1.461035	60.847939
43.502805	-1.499474	61.020628
43.958004	-1.563793	-1.127173
-0.696087	-1.610845	-0.783305
